# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

62296.5 	 6.38491 	 0.714362 	 172.729 	 2641.43 	 4.19399 	 208.802 	 8.24662e+47 	 6.37337e+17 	 3.37357e+15 	 601 	 0.0668387 	 0.00853723 	 0.32694
62323.3 	 6.38522 	 0.719748 	 103.203 	 943.771 	 0.318766 	 208.064 	 5.03874e+47 	 2.94351e+18 	 2.57318e+14 	 531 	 0.0668387 	 0.00850008 	 0.201426
63087.2 	 6.39405 	 0.723506 	 174.392 	 2761.33 	 4.62726 	 208.791 	 8.55609e+47 	 6.03725e+17 	 3.72227e+15 	 602 	 0.0668387 	 0.00829547 	 0.33363
63892.3 	 6.40328 	 0.727673 	 174.18 	 2825.38 	 4.85535 	 209.517 	 8.72026e+47 	 5.99011e+17 	 3.89223e+15 	 603 	 0.0668387 	 0.00807346 	 0.337097
64305.7 	 6.40799 	 0.737466 	 101.413 	 970.22 	 0.3322 	 208.794 	 5.19474e+47 	 2.95487e+18 	 2.67227e+14 	 530 	 0.0668387 	 0.007942 	 0.20408
64706.3 	 6.41258 	 0.73699 	 175.628 	 2946.23 	 5.32333 	 209.511 	 9.02692e+47 	 5.69632e+17 	 4.26751e+15 	 604 	 0.0668387 	 0.00784398 	 0.343533
65528.9 	 6.42195 	 0.74129 	 175.279 	 3009.6 	 5.56266 	 210.226 	 9.18632e+47 	 5.66421e+17 	 4.44419e+15 	 605 	 0.0668387 	 0.00764826 	 0.346844
66365.5 	 6.43142 	 0.745683 	 174.861 	 3072.25 	 5.80245 	 210.94 	 9.34296e+47 	 5.63789e+17 	 4.62009e+15 	 606 	 0.0668387 	 0.00744354 	 0.350072
66398.7 	 6.43179 	 0.751147 	 101.003 	 1026.06 	 0.372574 	 210.223 	 5.52588e+47 	 2.88303e+18 	 2.97666e+14 	 529 	 0.0668387 	 0.0074099 	 0.20961
67205.6 	 6.44092 	 0.755202 	 176.03 	 3192.8 	 6.30831 	 210.929 	 9.64153e+47 	 5.38788e+17 	 5.02313e+15 	 607 	 0.0668387 	 0.00723302 	 0.356191
68058.9 	 6.45051 	 0.759715 	 175.507 	 3254.97 	 6.55868 	 211.632 	 9.79445e+47 	 5.37179e+17 	 5.20513e+15 	 608 	 0.0668387 	 0.00704044 	 0.359268
68596.7 	 6.45651 	 0.770815 	 98.7177 	 1046.13 	 0.379802 	 210.931 	 5.64555e+47 	 2.93235e+18 	 3.02422e+14 	 528 	 0.0668387 	 0.00690595 	 0.211495
68921.9 	 6.46017 	 0.76939 	 176.478 	 3375.1 	 7.0906 	 211.626 	 1.00871e+48 	 5.15151e+17 	 5.62743e+15 	 609 	 0.0668387 	 0.00684094 	 0.365144
69791.4 	 6.46988 	 0.774017 	 175.868 	 3436.92 	 7.35134 	 212.32 	 1.0237e+48 	 5.14325e+17 	 5.81531e+15 	 610 	 0.0668387 	 0.00667154 	 0.368073
70674.3 	 6.47967 	 0.778727 	 175.166 	 3496.34 	 7.60203 	 213.011 	 1.03794e+48 	 5.14258e+17 	 5.99409e+15 	 611 	 0.0668387 	 0.00649456 	 0.370926
70901.3 	 6.48217 	 0.786334 	 97.7146 	 1095.01 	 0.414606 	 212.319 	 5.93873e+47 	 2.90542e+18 	 3.27977e+14 	 527 	 0.0668387 	 0.0064301 	 0.216171
71562.3 	 6.4895 	 0.788581 	 175.932 	 3616.2 	 8.16739 	 213.002 	 1.06655e+48 	 4.94963e+17 	 6.44015e+15 	 612 	 0.0668387 	 0.00631186 	 0.3765
72460.7 	 6.4994 	 0.793395 	 175.159 	 3675.03 	 8.42506 	 213.684 	 1.08045e+48 	 4.95483e+17 	 6.62214e+15 	 613 	 0.0668387 	 0.00614563 	 0.379212
73309 	 6.50869 	 0.807794 	 95.0913 	 1108.64 	 0.41492 	 213.007 	 6.02094e+47 	 2.98729e+18 	 3.27166e+14 	 526 	 0.0668387 	 0.00598282 	 0.217406
73371.2 	 6.50938 	 0.803391 	 175.756 	 3793.72 	 9.00854 	 213.681 	 1.10835e+48 	 4.7832e+17 	 7.08086e+15 	 614 	 0.0668387 	 0.00597267 	 0.384556
74284.7 	 6.51938 	 0.808303 	 174.915 	 3851.65 	 9.27036 	 214.352 	 1.12186e+48 	 4.79373e+17 	 7.26382e+15 	 615 	 0.0668387 	 0.00582668 	 0.387131
75210.8 	 6.52946 	 0.81329 	 174.043 	 3909.05 	 9.53083 	 215.022 	 1.1352e+48 	 4.80662e+17 	 7.44465e+15 	 616 	 0.0668387 	 0.00567423 	 0.389634
75814 	 6.53598 	 0.82493 	 93.7124 	 1151.57 	 0.443972 	 214.354 	 6.2805e+47 	 2.99279e+18 	 3.47873e+14 	 525 	 0.0668387 	 0.00556433 	 0.221362
76145.8 	 6.53959 	 0.823446 	 174.455 	 4025.82 	 10.1324 	 215.016 	 1.1621e+48 	 4.65566e+17 	 7.91477e+15 	 617 	 0.0668387 	 0.00551594 	 0.394697
77086.5 	 6.54977 	 0.828524 	 173.516 	 4081.61 	 10.3909 	 215.677 	 1.17487e+48 	 4.67385e+17 	 8.09186e+15 	 618 	 0.0668387 	 0.00537285 	 0.39707
78039.5 	 6.56001 	 0.833671 	 172.538 	 4136.14 	 10.6426 	 216.335 	 1.18729e+48 	 4.69527e+17 	 8.26265e+15 	 619 	 0.0668387 	 0.00524242 	 0.399375
78414.4 	 6.56401 	 0.842802 	 92.1611 	 1191.48 	 0.470295 	 215.676 	 6.52328e+47 	 3.01444e+18 	 3.6624e+14 	 524 	 0.0668387 	 0.00517378 	 0.224969
78998.6 	 6.57029 	 0.843981 	 172.797 	 4251.18 	 11.2594 	 216.327 	 1.21331e+48 	 4.56066e+17 	 8.74179e+15 	 620 	 0.0668387 	 0.00509755 	 0.404168
79965.6 	 6.58063 	 0.849212 	 171.759 	 4303.71 	 11.5044 	 216.976 	 1.22508e+48 	 4.58684e+17 	 8.90535e+15 	 621 	 0.0668387 	 0.00496644 	 0.406349
80944.8 	 6.59103 	 0.854509 	 170.71 	 4356.06 	 11.7489 	 217.622 	 1.23682e+48 	 4.61418e+17 	 9.06759e+15 	 622 	 0.0668387 	 0.004847 	 0.408466
81104.7 	 6.59271 	 0.861331 	 90.4845 	 1228.69 	 0.493981 	 216.973 	 6.7508e+47 	 3.04957e+18 	 3.82386e+14 	 523 	 0.0668387 	 0.00481054 	 0.228261
81927.4 	 6.60145 	 0.864963 	 170.827 	 4468.64 	 12.372 	 217.612 	 1.26184e+48 	 4.494e+17 	 9.54891e+15 	 623 	 0.0668387 	 0.00470633 	 0.413001
82920.3 	 6.61194 	 0.87034 	 169.732 	 4519.11 	 12.6088 	 218.25 	 1.27299e+48 	 4.52511e+17 	 9.70324e+15 	 624 	 0.0668387 	 0.00459429 	 0.415001
83878.9 	 6.622 	 0.885541 	 87.6223 	 1232.36 	 0.482647 	 217.616 	 6.77336e+47 	 3.17716e+18 	 3.72509e+14 	 522 	 0.0668387 	 0.00447368 	 0.228518
83924.4 	 6.62248 	 0.880912 	 169.74 	 4629.67 	 13.2336 	 218.246 	 1.29726e+48 	 4.41653e+17 	 1.01843e+16 	 625 	 0.0668387 	 0.00446118 	 0.41934
84930.8 	 6.63304 	 0.886365 	 168.616 	 4678.79 	 13.4651 	 218.874 	 1.308e+48 	 4.45017e+17 	 1.03327e+16 	 626 	 0.0668387 	 0.00435608 	 0.421226
85948.7 	 6.64367 	 0.891877 	 167.457 	 4725.95 	 13.6825 	 219.5 	 1.31822e+48 	 4.48727e+17 	 1.04695e+16 	 627 	 0.0668387 	 0.00425351 	 0.423053
86729.9 	 6.65177 	 0.90513 	 85.8438 	 1264.62 	 0.500812 	 218.876 	 6.97187e+47 	 3.23409e+18 	 3.84304e+14 	 521 	 0.0668387 	 0.00415501 	 0.231349
86975.9 	 6.65434 	 0.902583 	 167.361 	 4834.04 	 14.3069 	 219.495 	 1.3416e+48 	 4.389e+17 	 1.09476e+16 	 628 	 0.0668387 	 0.00413154 	 0.427156
88007 	 6.66504 	 0.908168 	 166.183 	 4879.93 	 14.518 	 220.112 	 1.35146e+48 	 4.42801e+17 	 1.1078e+16 	 629 	 0.0668387 	 0.00403529 	 0.428877
89049.6 	 6.6758 	 0.913811 	 164.985 	 4924.47 	 14.7187 	 220.728 	 1.36099e+48 	 4.46945e+17 	 1.11998e+16 	 630 	 0.0668387 	 0.00393466 	 0.430541
89653.3 	 6.682 	 0.92516 	 84.0275 	 1294.74 	 0.516745 	 220.112 	 7.15803e+47 	 3.30068e+18 	 3.94303e+14 	 520 	 0.0668387 	 0.00386775 	 0.233956
90099.3 	 6.6866 	 0.924643 	 164.798 	 5029.85 	 15.3375 	 220.72 	 1.38346e+48 	 4.38021e+17 	 1.1671e+16 	 631 	 0.0668387 	 0.00382955 	 0.434419
91154.8 	 6.69743 	 0.930355 	 163.573 	 5072.13 	 15.523 	 221.327 	 1.39238e+48 	 4.42455e+17 	 1.17798e+16 	 632 	 0.0668387 	 0.00374137 	 0.435982
92221.5 	 6.70832 	 0.93612 	 162.342 	 5113.71 	 15.7026 	 221.932 	 1.40115e+48 	 4.47036e+17 	 1.18836e+16 	 633 	 0.0668387 	 0.00364913 	 0.437492
92643.3 	 6.7126 	 0.945564 	 82.2176 	 1323.63 	 0.531346 	 221.325 	 7.33687e+47 	 3.37306e+18 	 4.03221e+14 	 519 	 0.0668387 	 0.00360281 	 0.236367
93293.5 	 6.71924 	 0.947076 	 162.084 	 5216.68 	 16.3148 	 221.923 	 1.42284e+48 	 4.38841e+17 	 1.23474e+16 	 634 	 0.0668387 	 0.00355276 	 0.441157
94372.8 	 6.7302 	 0.952907 	 160.834 	 5256.06 	 16.4784 	 222.519 	 1.43104e+48 	 4.43675e+17 	 1.24378e+16 	 635 	 0.0668387 	 0.00346608 	 0.442572
95463.3 	 6.74121 	 0.958791 	 159.583 	 5294.86 	 16.6368 	 223.113 	 1.43914e+48 	 4.48637e+17 	 1.25239e+16 	 636 	 0.0668387 	 0.00338735 	 0.443937
95694.9 	 6.74354 	 0.966287 	 80.391 	 1350.21 	 0.543529 	 222.516 	 7.5024e+47 	 3.45515e+18 	 4.10259e+14 	 518 	 0.0668387 	 0.00335867 	 0.238603
96557.2 	 6.75224 	 0.969865 	 159.236 	 5393.42 	 17.2237 	 223.104 	 1.45956e+48 	 4.41318e+17 	 1.29663e+16 	 637 	 0.0668387 	 0.00329895 	 0.4474
97660.1 	 6.76332 	 0.975812 	 157.972 	 5430.06 	 17.3654 	 223.689 	 1.46712e+48 	 4.46508e+17 	 1.30387e+16 	 638 	 0.0668387 	 0.0032194 	 0.448674
98773.9 	 6.77445 	 0.98181 	 156.693 	 5465.04 	 17.4929 	 224.273 	 1.47428e+48 	 4.5196e+17 	 1.31003e+16 	 639 	 0.0668387 	 0.0031472 	 0.449901
98803.6 	 6.77475 	 0.987281 	 78.579 	 1375.21 	 0.554026 	 223.685 	 7.65859e+47 	 3.54405e+18 	 4.15998e+14 	 517 	 0.0668387 	 0.00313381 	 0.240683
99889.4 	 6.7856 	 0.992997 	 156.301 	 5561.24 	 18.068 	 224.262 	 1.49403e+48 	 4.45168e+17 	 1.35316e+16 	 640 	 0.0668387 	 0.00306086 	 0.453173
101016 	 6.79679 	 0.999057 	 155.022 	 5594.71 	 18.1831 	 224.838 	 1.50084e+48 	 4.50753e+17 	 1.3583e+16 	 641 	 0.0668387 	 0.00299299 	 0.454315
101964 	 6.80618 	 1.01362 	 76.0062 	 1370.28 	 0.533424 	 224.262 	 7.62792e+47 	 3.71536e+18 	 3.99496e+14 	 516 	 0.0668387 	 0.00292184 	 0.240225
102151 	 6.80803 	 1.01034 	 154.565 	 5687.51 	 18.7355 	 224.832 	 1.51969e+48 	 4.44662e+17 	 1.3996e+16 	 642 	 0.0668387 	 0.00291118 	 0.45744
103289 	 6.81929 	 1.01646 	 153.291 	 5719.48 	 18.8378 	 225.4 	 1.52616e+48 	 4.50374e+17 	 1.4037e+16 	 643 	 0.0668387 	 0.00284736 	 0.4585
104438 	 6.8306 	 1.02263 	 152.007 	 5749.9 	 18.9267 	 225.966 	 1.53228e+48 	 4.56329e+17 	 1.40679e+16 	 644 	 0.0668387 	 0.00278505 	 0.459517
105176 	 6.83783 	 1.03504 	 74.2919 	 1392.94 	 0.541511 	 225.399 	 7.7699e+47 	 3.81559e+18 	 4.03509e+14 	 515 	 0.0668387 	 0.0027314 	 0.242098
105595 	 6.84195 	 1.03402 	 151.506 	 5839.26 	 19.4546 	 225.958 	 1.55023e+48 	 4.50775e+17 	 1.44607e+16 	 645 	 0.0668387 	 0.00270979 	 0.462468
106756 	 6.85332 	 1.04024 	 150.221 	 5867.58 	 19.5253 	 226.516 	 1.55587e+48 	 4.56922e+17 	 1.44775e+16 	 646 	 0.0668387 	 0.00265116 	 0.463407
107928 	 6.86474 	 1.04652 	 148.954 	 5896.4 	 19.5993 	 227.073 	 1.5617e+48 	 4.63075e+17 	 1.44968e+16 	 647 	 0.0668387 	 0.00258954 	 0.464306
108438 	 6.86968 	 1.05666 	 72.6229 	 1414.9 	 0.548865 	 226.514 	 7.90747e+47 	 3.91933e+18 	 4.06976e+14 	 514 	 0.0668387 	 0.00255577 	 0.243852
109105 	 6.87618 	 1.05801 	 148.413 	 5982.07 	 20.0989 	 227.064 	 1.632e+48 	 4.58038e+17 	 1.48669e+16 	 648 	 0.0690945 	 0.00252461 	 0.467092
110289 	 6.88767 	 1.06434 	 147.14 	 6008.19 	 20.1495 	 227.613 	 1.64419e+48 	 4.64453e+17 	 1.48684e+16 	 649 	 0.0693819 	 0.00246655 	 0.467918
111483 	 6.89919 	 1.07072 	 145.855 	 6032.24 	 20.182 	 228.159 	 1.65401e+48 	 4.71178e+17 	 1.48568e+16 	 650 	 0.0695894 	 0.00241398 	 0.468704
111749 	 6.90174 	 1.07847 	 70.9788 	 1435.36 	 0.554736 	 227.608 	 8.03624e+47 	 4.02992e+18 	 4.0935e+14 	 513 	 0.0668387 	 0.00239364 	 0.245496
112681 	 6.91074 	 1.08232 	 145.277 	 6113.88 	 20.6491 	 228.149 	 1.72813e+48 	 4.66653e+17 	 1.52012e+16 	 651 	 0.0719811 	 0.00235419 	 0.471335
113887 	 6.92233 	 1.08876 	 144.021 	 6137.96 	 20.6809 	 228.689 	 1.73831e+48 	 4.73325e+17 	 1.51887e+16 	 652 	 0.072189 	 0.00230071 	 0.472052
115104 	 6.93396 	 1.09524 	 142.746 	 6159.32 	 20.6892 	 229.226 	 1.74529e+48 	 4.80386e+17 	 1.51592e+16 	 653 	 0.0722915 	 0.00225232 	 0.472732
115109 	 6.93401 	 1.10049 	 69.3563 	 1454.16 	 0.558974 	 228.683 	 8.15521e+47 	 4.14831e+18 	 4.10539e+14 	 512 	 0.0668387 	 0.00224377 	 0.247034
116323 	 6.94561 	 1.10693 	 142.152 	 6238.08 	 21.1322 	 229.215 	 1.8182e+48 	 4.76214e+17 	 1.54846e+16 	 654 	 0.0746011 	 0.00219352 	 0.475215
117551 	 6.9573 	 1.11347 	 140.884 	 6257.43 	 21.1226 	 229.745 	 1.82293e+48 	 4.83462e+17 	 1.54418e+16 	 655 	 0.0746239 	 0.0021479 	 0.47583
118519 	 6.96647 	 1.12785 	 67.1689 	 1445.87 	 0.536434 	 229.214 	 8.10299e+47 	 4.34808e+18 	 3.93073e+14 	 511 	 0.0668387 	 0.00210513 	 0.246316
118789 	 6.96904 	 1.12525 	 140.271 	 6334.4 	 21.5508 	 229.739 	 1.89545e+48 	 4.79618e+17 	 1.57553e+16 	 656 	 0.0768869 	 0.00209558 	 0.478198
120029 	 6.98079 	 1.13185 	 139.027 	 6353.2 	 21.5355 	 230.262 	 1.89965e+48 	 4.86888e+17 	 1.57083e+16 	 657 	 0.0768853 	 0.00204903 	 0.47875
121280 	 6.99259 	 1.13848 	 137.775 	 6370.02 	 21.5033 	 230.783 	 1.90142e+48 	 4.94468e+17 	 1.56494e+16 	 658 	 0.0768064 	 0.00200698 	 0.479269
121979 	 6.99915 	 1.15027 	 65.6604 	 1463.53 	 0.539723 	 230.259 	 8.21446e+47 	 4.47502e+18 	 3.93687e+14 	 510 	 0.0668387 	 0.00197332 	 0.247707
122538 	 7.00442 	 1.15037 	 137.14 	 6442.99 	 21.8966 	 230.775 	 1.97055e+48 	 4.91065e+17 	 1.59362e+16 	 659 	 0.078928 	 0.00195538 	 0.481502
